Annee;Trimestre;Dernier_jour_du_mois;Duree_de_contrat;Nature_de_contrat;DPAE_brut;DPAE_cvs
2015;2;30/06/2015 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;396692;333823
2015;2;30/06/2015 00:00;Contrat de plus d'un mois;CDI;243269;255979
2015;3;31/07/2015 00:00;Contrat de plus d'un mois;CDI;236024;258932
2015;3;31/07/2015 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;550024;336209
2015;3;31/08/2015 00:00;Contrat de plus d'un mois;CDI;201973;264033
2015;3;31/08/2015 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;251172;341544
2015;3;30/09/2015 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;589350;325361
2015;3;30/09/2015 00:00;Contrat de plus d'un mois;CDI;386615;249332
2015;4;31/10/2015 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;318952;336674
2015;4;31/10/2015 00:00;Contrat de plus d'un mois;CDI;304309;260659
2015;4;30/11/2015 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;301852;347335
2015;4;30/11/2015 00:00;Contrat de plus d'un mois;CDI;258255;263649
2015;4;31/12/2015 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;226595;328586
2015;4;31/12/2015 00:00;Contrat de plus d'un mois;CDI;196576;261730
2016;1;31/01/2016 00:00;Contrat de plus d'un mois;CDI;336528;269584
2016;1;31/01/2016 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;329094;351004
2016;1;29/02/2016 00:00;Contrat de plus d'un mois;CDI;245414;272090
2016;1;29/02/2016 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;233197;352930
2016;1;31/03/2016 00:00;Contrat de plus d'un mois;CDI;256032;269140
2016;1;31/03/2016 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;284139;356760
2016;2;30/04/2016 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;310966;338449
2016;2;30/04/2016 00:00;Contrat de plus d'un mois;CDI;265860;268656
2016;2;31/05/2016 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;313829;350376
2016;2;31/05/2016 00:00;Contrat de plus d'un mois;CDI;247794;278236
2016;2;30/06/2016 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;388783;342799
2016;2;30/06/2016 00:00;Contrat de plus d'un mois;CDI;251033;271501
2016;3;31/07/2016 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;562153;346378
2016;3;31/07/2016 00:00;Contrat de plus d'un mois;CDI;248617;275308
2016;3;31/08/2016 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;276419;372477
2016;3;31/08/2016 00:00;Contrat de plus d'un mois;CDI;219396;284835
2016;3;30/09/2016 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;624794;352464
2016;3;30/09/2016 00:00;Contrat de plus d'un mois;CDI;419520;276816
2016;4;31/10/2016 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;343387;354332
2016;4;31/10/2016 00:00;Contrat de plus d'un mois;CDI;332794;281074
2016;4;30/11/2016 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;306019;355689
2016;4;30/11/2016 00:00;Contrat de plus d'un mois;CDI;276169;281970
2016;4;31/12/2016 00:00;Contrat de plus d'un mois;CDI;226217;309445
2016;4;31/12/2016 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;232653;353810
2017;1;31/01/2017 00:00;Contrat de plus d'un mois;CDI;370418;283006
2017;1;31/01/2017 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;346127;346631
2017;1;28/02/2017 00:00;Contrat de plus d'un mois;CDI;257020;291530
2017;1;28/02/2017 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;223176;357985
2017;1;31/03/2017 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;288794;360593
2017;1;31/03/2017 00:00;Contrat de plus d'un mois;CDI;286489;295957
2017;2;30/04/2017 00:00;Contrat de plus d'un mois;CDI;286453;300720
2017;2;30/04/2017 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;332406;369975
2017;2;31/05/2017 00:00;Contrat de plus d'un mois;CDI;270706;307939
2017;2;31/05/2017 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;323304;365209
2017;2;30/06/2017 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;404015;370475
2017;2;30/06/2017 00:00;Contrat de plus d'un mois;CDI;290293;324788
2017;3;31/07/2017 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;601099;365799
2017;3;31/07/2017 00:00;Contrat de plus d'un mois;CDI;278155;304298
2017;3;31/08/2017 00:00;Contrat de plus d'un mois;CDI;235548;310515
2017;3;31/08/2017 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;259826;358483
2017;3;30/09/2017 00:00;Contrat de plus d'un mois;CDI;486696;322756
2017;3;30/09/2017 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;634910;356912
2017;4;31/10/2017 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;356414;356781
2017;4;31/10/2017 00:00;Contrat de plus d'un mois;CDI;395824;326743
2017;4;30/11/2017 00:00;Contrat de plus d'un mois;CDI;324067;329717
2017;4;30/11/2017 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;305730;355683
2017;4;31/12/2017 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;241837;379196
2017;4;31/12/2017 00:00;Contrat de plus d'un mois;CDI;245131;346468
2018;1;31/01/2018 00:00;Contrat de plus d'un mois;CDI;426028;329998
2018;1;31/01/2018 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;344914;353273
2018;1;28/02/2018 00:00;Contrat de plus d'un mois;CDI;297146;336290
2018;1;28/02/2018 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;223338;358838
2018;1;31/03/2018 00:00;Contrat de plus d'un mois;CDI;320664;335137
2018;1;31/03/2018 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;292655;374388
2018;2;30/04/2018 00:00;Contrat de plus d'un mois;CDI;328421;336386
2018;2;30/04/2018 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;334320;358210
2018;2;31/05/2018 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;314633;371086
2018;2;31/05/2018 00:00;Contrat de plus d'un mois;CDI;285716;338303
2018;2;30/06/2018 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;397558;359245
2018;2;30/06/2018 00:00;Contrat de plus d'un mois;CDI;311224;341480
2018;3;31/07/2018 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;611920;359948
2018;3;31/07/2018 00:00;Contrat de plus d'un mois;CDI;319194;339471
2018;3;31/08/2018 00:00;Contrat de plus d'un mois;CDI;257155;342110
2018;3;31/08/2018 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;262947;364793
2018;3;30/09/2018 00:00;Contrat de plus d'un mois;CDI;515632;343513
2018;3;30/09/2018 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;651755;362022
2018;4;31/10/2018 00:00;Contrat de plus d'un mois;CDI;429140;349082
2018;4;31/10/2018 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;366786;363206
2018;4;30/11/2018 00:00;Contrat de plus d'un mois;CDI;339365;342782
2018;4;30/11/2018 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;304681;356628
2018;4;31/12/2018 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;241069;368782
2018;4;31/12/2018 00:00;Contrat de plus d'un mois;CDI;251816;347942
2019;1;31/01/2019 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;349431;364452
2019;1;31/01/2019 00:00;Contrat de plus d'un mois;CDI;440067;346975
2019;1;28/02/2019 00:00;Contrat de plus d'un mois;CDI;310667;351502
2019;1;28/02/2019 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;227220;367182
2019;1;31/03/2019 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;282953;365614
2019;1;31/03/2019 00:00;Contrat de plus d'un mois;CDI;338473;353114
2019;2;30/04/2019 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;354496;369806
2019;2;30/04/2019 00:00;Contrat de plus d'un mois;CDI;353811;357010
2019;2;31/05/2019 00:00;Contrat de plus d'un mois;CDI;298409;346495
2019;2;31/05/2019 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;312508;359305
2019;2;30/06/2019 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;393955;365072
2019;2;30/06/2019 00:00;Contrat de plus d'un mois;CDI;312627;353828
2019;3;31/07/2019 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;621636;370530
2019;3;31/07/2019 00:00;Contrat de plus d'un mois;CDI;337782;356040
2019;3;31/08/2019 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;257072;357721
2019;3;31/08/2019 00:00;Contrat de plus d'un mois;CDI;261934;351070
2019;3;30/09/2019 00:00;Contrat de plus d'un mois;CDI;566574;366169
2019;3;30/09/2019 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;716988;378560
2019;4;31/10/2019 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;344155;348936
2019;4;31/10/2019 00:00;Contrat de plus d'un mois;CDI;423091;351379
2019;4;30/11/2019 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;309803;375246
2019;4;30/11/2019 00:00;Contrat de plus d'un mois;CDI;350139;363994
2019;4;31/12/2019 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;247276;366910
2019;4;31/12/2019 00:00;Contrat de plus d'un mois;CDI;262087;353270
2020;1;31/01/2020 00:00;Contrat de plus d'un mois;CDI;459548;364926
2020;1;31/01/2020 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;353518;370661
2020;1;29/02/2020 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;232956;370639
2020;1;29/02/2020 00:00;Contrat de plus d'un mois;CDI;333056;378303
2020;1;31/03/2020 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;224123;276231
2020;1;31/03/2020 00:00;Contrat de plus d'un mois;CDI;282107;280922
2020;2;30/04/2020 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;86796;96458
2020;2;30/04/2020 00:00;Contrat de plus d'un mois;CDI;102113;106721
2020;2;31/05/2020 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;158451;183092
2020;2;31/05/2020 00:00;Contrat de plus d'un mois;CDI;148496;174424
2020;2;30/06/2020 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;412081;357012
2020;2;30/06/2020 00:00;Contrat de plus d'un mois;CDI;273254;293865
2020;3;31/07/2020 00:00;Contrat de plus d'un mois;CDI;282525;314670
2020;3;31/07/2020 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;557637;359037
2020;3;31/08/2020 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;288593;383131
2020;3;31/08/2020 00:00;Contrat de plus d'un mois;CDI;262043;345154
2020;3;30/09/2020 00:00;Contrat de plus d'un mois;CDI;483096;309831
2020;3;30/09/2020 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;696841;363798
2020;4;31/10/2020 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;352921;371161
2020;4;31/10/2020 00:00;Contrat de plus d'un mois;CDI;362917;310183
2020;4;30/11/2020 00:00;Contrat de plus d'un mois;CDI;260371;258057
2020;4;30/11/2020 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;263919;298488
2020;4;31/12/2020 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;181219;277940
2020;4;31/12/2020 00:00;Contrat de plus d'un mois;CDI;204054;276709
2021;1;31/01/2021 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;320196;335957
2021;1;31/01/2021 00:00;Contrat de plus d'un mois;CDI;370830;297900
2021;1;28/02/2021 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;207064;337736
2021;1;28/02/2021 00:00;Contrat de plus d'un mois;CDI;255236;290210
2021;1;31/03/2021 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;271387;336078
2021;1;31/03/2021 00:00;Contrat de plus d'un mois;CDI;313234;307151
2021;2;30/04/2021 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;246043;273596
2021;2;30/04/2021 00:00;Contrat de plus d'un mois;CDI;286946;302287
2021;2;31/05/2021 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;359457;403447
2021;2;31/05/2021 00:00;Contrat de plus d'un mois;CDI;329311;383223
2021;2;30/06/2021 00:00;Contrat de plus d'un mois;CDI;380531;403513
2021;2;30/06/2021 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;497202;424503
2021;3;31/07/2021 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;606912;397402
2021;3;31/07/2021 00:00;Contrat de plus d'un mois;CDI;345411;389199
2021;3;31/08/2021 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;319683;412557
2021;3;31/08/2021 00:00;Contrat de plus d'un mois;CDI;309251;397505
2021;3;30/09/2021 00:00;Contrat de plus d'un mois;CDI;615103;400965
2021;3;30/09/2021 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;802787;426257
2021;4;31/10/2021 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;390167;407504
2021;4;31/10/2021 00:00;Contrat de plus d'un mois;CDI;474519;406918
2021;4;30/11/2021 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;352382;399448
2021;4;30/11/2021 00:00;Contrat de plus d'un mois;CDI;416561;409838
2021;4;31/12/2021 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;252993;395038
2021;4;31/12/2021 00:00;Contrat de plus d'un mois;CDI;294337;401900
2022;1;31/01/2022 00:00;Contrat de plus d'un mois;CDD de plus d'un mois;378094;383150
2022;1;31/01/2022 00:00;Contrat de plus d'un mois;CDI;507576;394967
